Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating,Month
A,Mandalay,Normal,Female,Food and beverages,46.04,3,145.026,2019-12-29,14:04,Ewallet,138.12,6.906,8.6,12
B,Mandalay,Normal,Female,Food and beverages,14.69,2,30.849,2019-12-11,20:31,Ewallet,29.38,1.469,8.3,12
A,Naypyitaw,Normal,Female,Electronic accessories,25.94,6,163.422,2019-11-08,03:26,Ewallet,155.64,7.782,4.0,11
A,Mandalay,Member,Female,Fashion accessories,94.15,2,197.715,2019-10-01,08:28,Credit card,188.3,9.415,7.8,10
A,Naypyitaw,Member,Male,Fashion accessories,41.99,6,264.537,2019-01-24,02:50,Credit card,251.94,12.597,9.5,01
C,Naypyitaw,Normal,Female,Health and beauty,66.03,7,485.3205,2019-08-17,07:10,Credit card,462.21,23.1105,4.3,08
A,Yangon,Normal,Male,Home and lifestyle,46.77,8,392.868,2019-07-18,22:13,Credit card,374.16,18.708,4.8,07
C,Mandalay,Member,Female,Food and beverages,97.01,1,101.8605,2019-06-14,21:57,Credit card,97.01,4.8505,5.7,06
A,Yangon,Member,Female,Food and beverages,91.47,7,672.3045,2019-10-29,06:44,Credit card,640.29,32.0145,6.4,10
C,Mandalay,Member,Female,Health and beauty,20.34,2,42.714,2019-03-21,10:47,Cash,40.68,2.034,9.8,03
A,Yangon,Normal,Female,Food and beverages,68.65,10,720.825,2019-08-19,11:00,Cash,686.5,34.325,5.8,08
A,Mandalay,Member,Female,Sports and travel,88.02,6,554.526,2019-10-12,08:06,Cash,528.12,26.406,5.8,10
C,Naypyitaw,Normal,Female,Electronic accessories,14.08,2,29.568,2019-07-22,21:21,Cash,28.16,1.408,7.9,07
B,Yangon,Member,Female,Fashion accessories,27.77,7,204.1095,2019-01-31,10:28,Ewallet,194.39,9.7195,6.4,01
A,Naypyitaw,Member,Male,Home and lifestyle,10.81,8,90.804,2019-10-14,18:49,Credit card,86.48,4.324,6.1,10
B,Naypyitaw,Normal,Female,Sports and travel,74.06,10,777.63,2019-04-10,12:09,Cash,740.6,37.03,10.0,04
A,Mandalay,Member,Female,Home and lifestyle,33.09,4,138.978,2019-10-31,02:27,Ewallet,132.36,6.618,6.8,10
C,Naypyitaw,Member,Female,Home and lifestyle,66.99,4,281.358,2019-04-18,21:38,Ewallet,267.96,13.398,4.6,04
A,Mandalay,Member,Male,Home and lifestyle,35.82,1,37.611,2019-08-10,11:20,Credit card,35.82,1.791,9.4,08
A,Yangon,Member,Male,Sports and travel,95.81,6,603.603,2019-08-15,00:40,Ewallet,574.86,28.743,7.6,08
C,Naypyitaw,Member,Female,Food and beverages,75.28,3,237.132,2019-05-15,13:39,Ewallet,225.84,11.292,7.1,05
B,Mandalay,Normal,Female,Food and beverages,93.14,5,488.985,2019-03-16,04:47,Cash,465.7,23.285,7.9,03
C,Naypyitaw,Normal,Male,Food and beverages,82.38,2,172.998,2019-04-13,17:37,Ewallet,164.76,8.238,9.7,04
A,Naypyitaw,Member,Male,Fashion accessories,36.65,6,230.895,2019-10-24,16:39,Credit card,219.9,10.995,6.7,10
B,Mandalay,Normal,Male,Food and beverages,17.76,9,167.832,2019-05-28,04:55,Credit card,159.84,7.992,9.0,05
B,Yangon,Normal,Male,Electronic accessories,62.84,2,131.964,2019-05-12,10:31,Credit card,125.68,6.284,5.9,05
C,Mandalay,Normal,Male,Fashion accessories,51.1,2,107.31,2019-07-01,06:40,Credit card,102.2,5.11,5.9,07
B,Naypyitaw,Normal,Male,Food and beverages,21.86,1,22.953,2019-03-03,12:09,Ewallet,21.86,1.093,6.6,03
B,Naypyitaw,Member,Male,Home and lifestyle,72.4,4,304.08,2019-07-29,22:09,Credit card,289.6,14.48,5.5,07
C,Yangon,Normal,Male,Electronic accessories,66.25,4,278.25,2019-12-30,14:55,Ewallet,265.0,13.25,8.5,12
B,Mandalay,Member,Female,Home and lifestyle,91.48,4,384.216,2019-12-28,09:12,Credit card,365.92,18.296,4.9,12
A,Naypyitaw,Member,Female,Electronic accessories,82.6,7,607.11,2019-06-07,01:14,Ewallet,578.2,28.91,5.6,06
C,Yangon,Member,Female,Food and beverages,10.24,1,10.752,2019-06-25,01:41,Ewallet,10.24,0.512,9.3,06
B,Yangon,Normal,Female,Food and beverages,43.08,3,135.702,2019-08-18,02:39,Credit card,129.24,6.462,6.6,08
A,Yangon,Normal,Female,Health and beauty,31.85,4,133.77,2019-01-27,19:58,Cash,127.4,6.37,8.1,01
C,Yangon,Normal,Male,Fashion accessories,52.55,4,220.71,2019-09-07,09:16,Ewallet,210.2,10.51,8.8,09
C,Naypyitaw,Normal,Male,Fashion accessories,53.39,10,560.595,2019-05-17,21:53,Credit card,533.9,26.695,4.6,05
C,Naypyitaw,Member,Female,Home and lifestyle,35.94,8,301.896,2019-08-15,08:14,Ewallet,287.52,14.376,8.2,08
C,Mandalay,Normal,Female,Electronic accessories,86.36,5,453.39,2019-11-10,22:36,Cash,431.8,21.59,4.5,11
C,Naypyitaw,Normal,Male,Health and beauty,10.76,6,67.788,2019-06-18,15:26,Credit card,64.56,3.228,6.9,06
A,Mandalay,Normal,Female,Fashion accessories,65.35,6,411.705,2019-09-29,17:17,Cash,392.1,19.605,5.6,09
C,Naypyitaw,Normal,Male,Electronic accessories,91.04,6,573.552,2019-04-13,07:27,Credit card,546.24,27.312,4.1,04
C,Yangon,Normal,Female,Electronic accessories,54.52,1,57.246,2019-04-27,05:18,Credit card,54.52,2.726,4.2,04
A,Mandalay,Normal,Male,Electronic accessories,92.35,2,193.935,2019-06-22,20:30,Credit card,184.7,9.235,4.1,06
C,Naypyitaw,Normal,Female,Sports and travel,81.47,1,85.5435,2019-08-10,02:36,Credit card,81.47,4.0735,6.8,08
B,Mandalay,Normal,Male,Food and beverages,62.63,4,263.046,2019-09-23,10:15,Cash,250.52,12.526,4.6,09
C,Naypyitaw,Member,Female,Home and lifestyle,56.68,10,595.14,2019-09-28,23:51,Credit card,566.8,28.34,5.0,09
B,Yangon,Member,Male,Home and lifestyle,19.18,2,40.278,2019-06-08,07:55,Ewallet,38.36,1.918,4.3,06
C,Mandalay,Member,Female,Electronic accessories,57.82,6,364.266,2019-07-28,04:26,Ewallet,346.92,17.346,7.4,07
A,Yangon,Normal,Male,Fashion accessories,32.0,7,235.2,2019-03-23,14:37,Ewallet,224.0,11.2,4.9,03
C,Yangon,Member,Female,Electronic accessories,73.32,6,461.916,2019-12-06,22:30,Cash,439.92,21.996,6.0,12
B,Mandalay,Member,Female,Electronic accessories,95.66,10,1004.43,2019-04-10,07:40,Credit card,956.6,47.83,6.3,04
B,Mandalay,Member,Male,Food and beverages,39.24,3,123.606,2019-01-21,04:29,Ewallet,117.72,5.886,9.3,01
C,Yangon,Member,Male,Sports and travel,23.14,1,24.297,2019-05-03,20:41,Credit card,23.14,1.157,5.0,05
A,Mandalay,Normal,Male,Sports and travel,37.66,2,79.086,2019-11-24,04:54,Ewallet,75.32,3.766,7.6,11
B,Naypyitaw,Normal,Female,Health and beauty,47.23,1,49.5915,2019-09-19,01:50,Cash,47.23,2.3615,9.8,09
B,Naypyitaw,Normal,Female,Home and lifestyle,51.02,4,214.284,2019-03-12,23:19,Cash,204.08,10.204,6.2,03
A,Mandalay,Normal,Female,Home and lifestyle,32.26,8,270.984,2019-05-24,13:57,Cash,258.08,12.904,5.5,05
A,Mandalay,Member,Male,Fashion accessories,27.9,9,263.655,2019-08-24,12:16,Cash,251.1,12.555,6.8,08
A,Yangon,Normal,Male,Fashion accessories,34.28,8,287.952,2019-02-24,10:52,Ewallet,274.24,13.712,9.6,02
A,Naypyitaw,Member,Male,Fashion accessories,93.25,10,979.125,2019-10-23,22:33,Cash,932.5,46.625,4.5,10
B,Mandalay,Member,Male,Home and lifestyle,18.91,6,119.133,2019-09-18,00:58,Ewallet,113.46,5.673,6.5,09
C,Naypyitaw,Normal,Female,Sports and travel,43.67,10,458.535,2019-09-19,03:00,Ewallet,436.7,21.835,7.3,09
C,Mandalay,Member,Female,Electronic accessories,67.19,6,423.297,2019-01-08,10:54,Ewallet,403.14,20.157,7.7,01
A,Naypyitaw,Normal,Male,Food and beverages,42.19,4,177.198,2019-06-18,09:15,Cash,168.76,8.438,8.6,06
C,Naypyitaw,Normal,Female,Fashion accessories,10.89,7,80.0415,2019-08-14,15:11,Credit card,76.23,3.8115,4.1,08
B,Mandalay,Member,Male,Food and beverages,39.02,1,40.971,2019-07-02,18:28,Credit card,39.02,1.951,7.6,07
C,Naypyitaw,Normal,Female,Electronic accessories,66.11,5,347.0775,2019-07-01,18:17,Ewallet,330.55,16.5275,6.4,07
C,Yangon,Member,Male,Electronic accessories,48.15,7,353.9025,2019-03-05,22:07,Credit card,337.05,16.8525,7.8,03
B,Yangon,Member,Female,Home and lifestyle,65.35,8,548.94,2019-12-19,12:44,Cash,522.8,26.14,4.7,12
C,Mandalay,Member,Male,Home and lifestyle,94.74,4,397.908,2019-05-04,07:33,Ewallet,378.96,18.948,8.0,05
B,Mandalay,Member,Female,Electronic accessories,17.38,6,109.494,2019-01-24,16:35,Ewallet,104.28,5.214,7.6,01
C,Yangon,Normal,Male,Sports and travel,87.99,7,646.7265,2019-01-23,03:25,Credit card,615.93,30.7965,4.7,01
C,Mandalay,Member,Female,Fashion accessories,25.94,7,190.659,2019-01-07,14:37,Ewallet,181.58,9.079,4.1,01
A,Mandalay,Normal,Female,Fashion accessories,86.87,1,91.2135,2019-02-13,13:57,Cash,86.87,4.3435,5.6,02
A,Mandalay,Normal,Male,Food and beverages,92.66,9,875.637,2019-06-29,20:07,Ewallet,833.94,41.697,6.4,06
B,Yangon,Normal,Male,Home and lifestyle,71.93,1,75.5265,2019-08-09,13:43,Cash,71.93,3.5965,5.1,08
A,Naypyitaw,Normal,Female,Food and beverages,38.24,9,361.368,2019-06-26,07:09,Ewallet,344.16,17.208,4.1,06
B,Mandalay,Member,Male,Food and beverages,22.08,8,185.472,2019-03-01,20:01,Ewallet,176.64,8.832,4.2,03
B,Mandalay,Normal,Female,Food and beverages,81.14,10,851.97,2019-06-21,20:59,Credit card,811.4,40.57,8.9,06
A,Naypyitaw,Member,Female,Electronic accessories,89.21,6,562.023,2019-06-16,15:14,Credit card,535.26,26.763,6.0,06
C,Naypyitaw,Normal,Female,Fashion accessories,16.65,3,52.4475,2019-04-07,21:11,Ewallet,49.95,2.4975,4.3,04
C,Naypyitaw,Normal,Male,Health and beauty,86.82,1,91.161,2019-08-01,10:13,Credit card,86.82,4.341,7.1,08
B,Naypyitaw,Normal,Male,Fashion accessories,42.9,4,180.18,2019-05-08,10:36,Cash,171.6,8.58,8.3,05
C,Yangon,Normal,Male,Sports and travel,35.91,3,113.1165,2019-11-23,14:47,Cash,107.73,5.3865,4.9,11
A,Naypyitaw,Member,Male,Home and lifestyle,53.42,10,560.91,2019-02-23,07:27,Ewallet,534.2,26.71,4.6,02
A,Naypyitaw,Normal,Male,Home and lifestyle,59.03,8,495.852,2019-06-01,05:40,Cash,472.24,23.612,6.2,06
B,Mandalay,Member,Female,Fashion accessories,95.68,5,502.32,2019-06-20,10:38,Ewallet,478.4,23.92,8.7,06
A,Yangon,Member,Female,Food and beverages,22.58,4,94.836,2019-07-19,20:44,Credit card,90.32,4.516,5.9,07
B,Yangon,Member,Male,Health and beauty,53.89,8,452.676,2019-07-30,08:59,Cash,431.12,21.556,7.4,07
B,Naypyitaw,Member,Male,Fashion accessories,69.31,4,291.102,2019-04-28,18:43,Cash,277.24,13.862,7.1,04
C,Mandalay,Member,Female,Food and beverages,20.53,4,86.226,2019-07-05,12:36,Credit card,82.12,4.106,6.2,07
B,Mandalay,Normal,Female,Health and beauty,95.16,3,299.754,2019-04-23,02:45,Credit card,285.48,14.274,7.7,04
A,Mandalay,Member,Male,Health and beauty,67.38,8,565.992,2019-10-26,22:12,Cash,539.04,26.952,4.6,10
B,Yangon,Member,Female,Sports and travel,66.25,4,278.25,2019-04-02,00:14,Credit card,265.0,13.25,5.5,04
C,Mandalay,Normal,Male,Health and beauty,17.95,3,56.5425,2019-09-16,12:30,Cash,53.85,2.6925,9.4,09
A,Naypyitaw,Normal,Female,Home and lifestyle,72.51,1,76.1355,2019-01-28,07:39,Cash,72.51,3.6255,9.4,01
B,Mandalay,Member,Female,Food and beverages,18.65,3,58.7475,2019-06-21,09:16,Credit card,55.95,2.7975,7.4,06
B,Mandalay,Normal,Female,Food and beverages,87.92,8,738.528,2019-08-27,19:27,Cash,703.36,35.168,5.4,08
A,Mandalay,Member,Female,Sports and travel,17.29,9,163.3905,2019-01-25,11:24,Credit card,155.61,7.7805,9.8,01
B,Yangon,Member,Female,Home and lifestyle,12.29,7,90.3315,2019-07-03,02:53,Credit card,86.03,4.3015,7.6,07
B,Mandalay,Normal,Female,Home and lifestyle,22.69,1,23.8245,2019-05-29,16:48,Credit card,22.69,1.1345,4.8,05
C,Mandalay,Member,Male,Electronic accessories,82.64,8,694.176,2019-03-13,13:10,Ewallet,661.12,33.056,9.1,03
B,Naypyitaw,Normal,Male,Food and beverages,76.01,6,478.863,2019-04-09,13:01,Ewallet,456.06,22.803,4.3,04
C,Mandalay,Normal,Female,Home and lifestyle,77.71,1,81.5955,2019-11-06,08:15,Ewallet,77.71,3.8855,6.9,11
A,Naypyitaw,Normal,Female,Sports and travel,60.66,2,127.386,2019-10-16,09:01,Ewallet,121.32,6.066,7.2,10
B,Mandalay,Normal,Female,Food and beverages,61.86,10,649.53,2019-10-18,05:18,Credit card,618.6,30.93,8.6,10
A,Mandalay,Normal,Female,Health and beauty,64.22,4,269.724,2019-08-21,00:35,Credit card,256.88,12.844,6.2,08
C,Mandalay,Normal,Male,Sports and travel,24.17,5,126.8925,2019-01-08,08:36,Credit card,120.85,6.0425,6.2,01
B,Yangon,Member,Male,Electronic accessories,18.08,4,75.936,2019-05-28,05:34,Ewallet,72.32,3.616,4.6,05
A,Naypyitaw,Normal,Male,Fashion accessories,35.47,9,335.1915,2019-06-21,10:42,Credit card,319.23,15.9615,7.8,06
C,Mandalay,Normal,Female,Fashion accessories,72.66,2,152.586,2019-03-25,22:05,Ewallet,145.32,7.266,5.9,03
C,Mandalay,Normal,Male,Fashion accessories,17.85,9,168.6825,2019-03-07,03:24,Cash,160.65,8.0325,8.0,03
B,Mandalay,Member,Female,Health and beauty,87.93,1,92.3265,2019-08-08,14:09,Ewallet,87.93,4.3965,6.4,08
C,Yangon,Normal,Male,Electronic accessories,69.66,2,146.286,2019-04-01,19:49,Credit card,139.32,6.966,6.3,04
C,Naypyitaw,Member,Female,Fashion accessories,18.38,2,38.598,2019-04-18,08:10,Ewallet,36.76,1.838,6.6,04
B,Naypyitaw,Normal,Female,Health and beauty,50.2,3,158.13,2019-10-23,21:03,Ewallet,150.6,7.53,9.0,10
A,Mandalay,Member,Male,Home and lifestyle,25.51,5,133.9275,2019-02-25,11:54,Cash,127.55,6.3775,4.2,02
B,Naypyitaw,Normal,Male,Fashion accessories,36.12,2,75.852,2019-07-14,07:13,Credit card,72.24,3.612,5.7,07
A,Yangon,Normal,Female,Home and lifestyle,84.3,4,354.06,2019-05-06,05:31,Cash,337.2,16.86,8.0,05
B,Mandalay,Member,Female,Food and beverages,53.61,6,337.743,2019-09-02,14:58,Credit card,321.66,16.083,8.6,09
C,Naypyitaw,Normal,Male,Home and lifestyle,57.49,7,422.5515,2019-04-21,17:48,Credit card,402.43,20.1215,7.1,04
A,Naypyitaw,Member,Male,Food and beverages,92.59,6,583.317,2019-06-10,03:21,Credit card,555.54,27.777,8.1,06
A,Yangon,Normal,Male,Home and lifestyle,58.73,3,184.9995,2019-12-12,13:08,Ewallet,176.19,8.8095,9.2,12
C,Yangon,Normal,Male,Health and beauty,91.86,9,868.077,2019-09-21,13:43,Cash,826.74,41.337,6.4,09
C,Yangon,Member,Female,Fashion accessories,42.18,1,44.289,2019-06-12,04:50,Cash,42.18,2.109,9.7,06
C,Naypyitaw,Member,Male,Health and beauty,36.99,6,233.037,2019-06-29,02:58,Ewallet,221.94,11.097,5.4,06
C,Naypyitaw,Normal,Male,Fashion accessories,50.89,9,480.9105,2019-12-18,12:27,Ewallet,458.01,22.9005,8.3,12
A,Naypyitaw,Normal,Female,Fashion accessories,20.19,5,105.9975,2019-08-15,14:31,Ewallet,100.95,5.0475,8.1,08
C,Yangon,Normal,Male,Food and beverages,65.77,3,207.1755,2019-12-16,20:46,Credit card,197.31,9.8655,8.6,12
A,Yangon,Member,Male,Health and beauty,91.83,7,674.9505,2019-12-30,22:34,Ewallet,642.81,32.1405,6.2,12
B,Yangon,Normal,Female,Food and beverages,16.44,4,69.048,2019-11-21,17:16,Credit card,65.76,3.288,4.9,11
C,Mandalay,Member,Female,Electronic accessories,55.68,5,292.32,2019-08-09,00:39,Credit card,278.4,13.92,9.5,08
B,Mandalay,Member,Female,Fashion accessories,48.28,7,354.858,2019-09-07,00:17,Credit card,337.96,16.898,8.0,09
A,Yangon,Member,Male,Health and beauty,87.77,8,737.268,2019-12-10,07:26,Ewallet,702.16,35.108,8.3,12
C,Naypyitaw,Normal,Female,Home and lifestyle,49.91,6,314.433,2019-12-19,09:44,Ewallet,299.46,14.973,8.3,12
A,Mandalay,Member,Male,Food and beverages,19.23,4,80.766,2019-12-12,12:05,Credit card,76.92,3.846,7.1,12
B,Mandalay,Normal,Male,Home and lifestyle,45.33,2,95.193,2019-10-30,07:45,Ewallet,90.66,4.533,8.4,10
B,Mandalay,Normal,Female,Health and beauty,92.37,5,484.9425,2019-11-17,04:02,Cash,461.85,23.0925,8.3,11
B,Mandalay,Member,Female,Electronic accessories,67.91,1,71.3055,2019-10-14,12:42,Credit card,67.91,3.3955,8.0,10
B,Naypyitaw,Normal,Male,Home and lifestyle,75.76,6,477.288,2019-07-31,16:58,Cash,454.56,22.728,7.7,07
C,Yangon,Member,Female,Home and lifestyle,33.1,10,347.55,2019-09-08,23:40,Ewallet,331.0,16.55,8.3,09
A,Yangon,Member,Male,Home and lifestyle,37.04,9,350.028,2019-06-24,15:03,Credit card,333.36,16.668,6.7,06
C,Yangon,Normal,Female,Fashion accessories,71.04,5,372.96,2019-11-10,04:40,Ewallet,355.2,17.76,6.8,11
A,Naypyitaw,Normal,Female,Electronic accessories,29.47,2,61.887,2019-01-20,12:15,Ewallet,58.94,2.947,7.9,01
A,Naypyitaw,Normal,Male,Home and lifestyle,69.27,2,145.467,2019-03-24,07:26,Credit card,138.54,6.927,8.7,03
A,Mandalay,Normal,Male,Food and beverages,78.27,3,246.5505,2019-06-14,17:33,Credit card,234.81,11.7405,8.9,06
A,Naypyitaw,Normal,Female,Electronic accessories,78.26,4,328.692,2019-05-23,08:14,Cash,313.04,15.652,7.0,05
B,Mandalay,Member,Female,Home and lifestyle,60.22,10,632.31,2019-09-20,16:09,Cash,602.2,30.11,8.5,09
C,Mandalay,Member,Male,Food and beverages,61.46,8,516.264,2019-12-15,09:11,Ewallet,491.68,24.584,6.6,12
C,Yangon,Member,Male,Sports and travel,88.93,6,560.259,2019-11-04,01:56,Cash,533.58,26.679,7.8,11
A,Naypyitaw,Member,Male,Home and lifestyle,57.67,9,544.9815,2019-11-26,22:57,Ewallet,519.03,25.9515,7.8,11
C,Yangon,Member,Male,Electronic accessories,52.89,6,333.207,2019-01-31,16:14,Ewallet,317.34,15.867,6.2,01
C,Mandalay,Normal,Female,Electronic accessories,81.36,1,85.428,2019-05-02,09:55,Cash,81.36,4.068,8.7,05
C,Mandalay,Normal,Male,Health and beauty,79.59,8,668.556,2019-02-18,20:11,Cash,636.72,31.836,7.1,02
C,Naypyitaw,Normal,Male,Home and lifestyle,78.09,1,81.9945,2019-07-09,18:47,Cash,78.09,3.9045,5.1,07
B,Yangon,Normal,Male,Electronic accessories,86.85,3,273.5775,2019-01-03,20:16,Ewallet,260.55,13.0275,9.9,01
C,Mandalay,Member,Female,Food and beverages,27.29,2,57.309,2019-10-06,18:02,Ewallet,54.58,2.729,8.4,10
A,Yangon,Member,Male,Sports and travel,26.17,4,109.914,2019-04-18,22:07,Ewallet,104.68,5.234,9.0,04
B,Mandalay,Member,Female,Food and beverages,12.71,3,40.0365,2019-05-03,22:28,Cash,38.13,1.9065,4.1,05
B,Naypyitaw,Normal,Male,Sports and travel,80.77,7,593.6595,2019-06-30,11:22,Credit card,565.39,28.2695,8.8,06
C,Yangon,Normal,Male,Food and beverages,14.39,9,135.9855,2019-03-12,07:04,Cash,129.51,6.4755,8.8,03
B,Mandalay,Normal,Female,Sports and travel,90.39,7,664.3665,2019-09-09,00:59,Ewallet,632.73,31.6365,8.6,09
C,Mandalay,Member,Female,Health and beauty,98.88,1,103.824,2019-11-18,12:39,Credit card,98.88,4.944,9.4,11
A,Mandalay,Normal,Male,Sports and travel,99.08,9,936.306,2019-03-14,03:42,Cash,891.72,44.586,4.8,03
C,Naypyitaw,Normal,Female,Health and beauty,20.75,6,130.725,2019-06-16,01:45,Credit card,124.5,6.225,4.1,06
C,Mandalay,Member,Female,Sports and travel,78.33,8,657.972,2019-05-11,08:52,Credit card,626.64,31.332,6.5,05
A,Yangon,Member,Female,Electronic accessories,50.48,7,371.028,2019-10-24,17:57,Credit card,353.36,17.668,7.6,10
A,Naypyitaw,Normal,Male,Health and beauty,51.37,1,53.9385,2019-09-19,11:10,Credit card,51.37,2.5685,8.5,09
A,Naypyitaw,Member,Male,Health and beauty,38.85,5,203.9625,2019-07-28,11:17,Ewallet,194.25,9.7125,5.5,07
A,Naypyitaw,Member,Male,Electronic accessories,61.23,1,64.2915,2019-07-04,10:05,Cash,61.23,3.0615,9.4,07
C,Yangon,Member,Female,Food and beverages,59.29,4,249.018,2019-01-01,01:09,Cash,237.16,11.858,9.8,01
A,Mandalay,Normal,Female,Electronic accessories,44.93,6,283.059,2019-09-25,03:12,Ewallet,269.58,13.479,6.5,09
B,Yangon,Member,Female,Home and lifestyle,25.56,8,214.704,2019-04-07,14:03,Ewallet,204.48,10.224,4.2,04
B,Mandalay,Member,Male,Health and beauty,62.0,8,520.8,2019-12-01,21:51,Credit card,496.0,24.8,6.0,12
A,Naypyitaw,Normal,Female,Sports and travel,41.35,8,347.34,2019-11-18,22:04,Cash,330.8,16.54,8.3,11
B,Mandalay,Normal,Male,Health and beauty,40.99,9,387.3555,2019-04-21,18:23,Credit card,368.91,18.4455,8.0,04
C,Naypyitaw,Member,Male,Sports and travel,17.43,6,109.809,2019-05-27,09:03,Cash,104.58,5.229,4.1,05
C,Naypyitaw,Normal,Female,Health and beauty,45.15,10,474.075,2019-08-01,15:19,Ewallet,451.5,22.575,5.7,08
C,Yangon,Normal,Female,Sports and travel,82.21,3,258.9615,2019-05-12,03:41,Ewallet,246.63,12.3315,5.8,05
C,Naypyitaw,Member,Female,Sports and travel,77.18,10,810.39,2019-07-28,17:10,Ewallet,771.8,38.59,5.2,07
A,Mandalay,Member,Male,Food and beverages,85.24,8,716.016,2019-03-15,00:31,Cash,681.92,34.096,6.2,03
B,Yangon,Normal,Female,Electronic accessories,95.28,6,600.264,2019-09-07,15:41,Ewallet,571.68,28.584,6.9,09
C,Mandalay,Normal,Male,Electronic accessories,57.08,10,599.34,2019-02-17,08:02,Cash,570.8,28.54,8.0,02
A,Naypyitaw,Normal,Female,Electronic accessories,94.99,10,997.395,2019-11-11,17:32,Credit card,949.9,47.495,7.1,11
A,Mandalay,Normal,Male,Sports and travel,73.37,3,231.1155,2019-07-29,01:33,Ewallet,220.11,11.0055,9.2,07
B,Naypyitaw,Member,Male,Health and beauty,65.49,7,481.3515,2019-09-21,20:09,Ewallet,458.43,22.9215,7.7,09
A,Yangon,Member,Female,Food and beverages,20.87,7,153.3945,2019-04-02,12:43,Ewallet,146.09,7.3045,4.5,04
B,Yangon,Normal,Male,Food and beverages,32.28,3,101.682,2019-04-15,12:25,Ewallet,96.84,4.842,9.9,04
B,Naypyitaw,Normal,Male,Fashion accessories,40.37,9,381.4965,2019-01-20,16:02,Credit card,363.33,18.1665,6.3,01
C,Mandalay,Member,Female,Food and beverages,43.14,9,407.673,2019-12-27,15:08,Ewallet,388.26,19.413,9.8,12
A,Mandalay,Normal,Male,Sports and travel,16.36,6,103.068,2019-10-21,21:42,Credit card,98.16,4.908,4.9,10
B,Yangon,Member,Male,Sports and travel,54.63,3,172.0845,2019-11-19,01:33,Credit card,163.89,8.1945,4.3,11
A,Yangon,Member,Male,Food and beverages,99.76,2,209.496,2019-12-11,21:44,Ewallet,199.52,9.976,7.4,12
C,Yangon,Member,Male,Fashion accessories,55.15,5,289.5375,2019-03-01,21:52,Credit card,275.75,13.7875,7.7,03
B,Yangon,Member,Male,Food and beverages,77.33,4,324.786,2019-02-19,12:45,Cash,309.32,15.466,4.5,02
A,Naypyitaw,Member,Male,Home and lifestyle,80.43,4,337.806,2019-12-12,03:13,Cash,321.72,16.086,7.1,12
B,Mandalay,Member,Female,Food and beverages,33.77,9,319.1265,2019-05-31,23:05,Ewallet,303.93,15.1965,4.1,05
C,Mandalay,Member,Male,Food and beverages,41.25,8,346.5,2019-11-30,12:08,Ewallet,330.0,16.5,7.7,11
B,Mandalay,Member,Male,Home and lifestyle,55.55,8,466.62,2019-01-23,06:58,Ewallet,444.4,22.22,9.0,01
B,Mandalay,Member,Male,Fashion accessories,36.48,9,344.736,2019-12-21,07:14,Credit card,328.32,16.416,9.1,12
B,Naypyitaw,Normal,Female,Fashion accessories,53.26,1,55.923,2019-09-26,13:53,Cash,53.26,2.663,4.7,09
B,Naypyitaw,Member,Male,Health and beauty,79.32,6,499.716,2019-03-22,15:09,Cash,475.92,23.796,6.2,03
C,Naypyitaw,Normal,Female,Electronic accessories,98.37,9,929.5965,2019-09-20,12:33,Credit card,885.33,44.2665,4.8,09
A,Mandalay,Normal,Male,Fashion accessories,96.83,8,813.372,2019-12-02,08:33,Ewallet,774.64,38.732,6.5,12
B,Yangon,Normal,Female,Sports and travel,34.44,5,180.81,2019-08-14,08:51,Ewallet,172.2,8.61,6.5,08
B,Mandalay,Normal,Male,Food and beverages,37.05,1,38.9025,2019-03-30,19:14,Cash,37.05,1.8525,6.4,03
C,Yangon,Normal,Female,Electronic accessories,91.79,5,481.8975,2019-05-01,00:07,Cash,458.95,22.9475,8.3,05
C,Naypyitaw,Member,Female,Food and beverages,62.58,8,525.672,2019-05-01,06:29,Credit card,500.64,25.032,6.9,05
